9000,8868,0.985333333
[-178.28098946],[-27.47730802],[-2.04277236]
[-178.02688874],[-28.26847947],[-1.7023398]
[-176.35612873],[-28.15762432],[-2.27685206]
[-178.06645559],[-28.16340104],[-1.16785689]
[-178.31570383],[-29.19796173],[-1.29593155]
[-179.51840658],[-29.03246637],[-0.28106581]
[-178.00296425],[-29.19979355],[-1.24219848]
[-178.53907464],[-28.82499782],[-1.34648272]
[-177.66704644],[-26.83050054],[-1.19776535]
[-178.2696262],[-27.31487695],[-0.63612378]
[-178.91157598],[-26.44955783],[0.35905703]
[-179.38007427],[-27.65917873],[-0.39497687]
[-178.08944768],[-28.0672704],[-0.13047673]
[-178.32217771],[-25.76380782],[-0.58800502]
[179.7506753],[-26.05620216],[0.75774109]
[-178.36645723],[-27.36648266],[0.39994458]
[-177.44944495],[-28.17844035],[0.04903518]
[-178.29327548],[-28.07088761],[0.40025027]
[-178.11350479],[-28.7357661],[0.77335886]
[-177.91480253],[-27.72953797],[0.27360026]
[-178.00220421],[-28.63821704],[0.44417921]
[-178.20732461],[-29.11248165],[0.36621171]
[-177.50768436],[-27.71418943],[0.04660695]
[-178.05367672],[-25.56277152],[0.61995967]
[-178.11622104],[-26.07865593],[-0.01265706]
[-179.59172222],[-27.45214625],[0.82655232]
[-178.19779101],[-27.19792473],[0.07026462]
[-178.4625104],[-28.79560136],[0.46253223]
[-178.11918111],[-28.15298534],[0.37805059]
[-178.59079313],[-29.27561785],[0.80558934]
[-178.33087524],[-27.4024833],[1.01149807]
[-176.95986302],[-28.33855682],[0.18572433]
[-177.58212011],[-29.45311265],[0.16571553]
[-177.17658236],[-27.80377237],[-0.24449975]
[-177.56419242],[-28.17663099],[-0.11675709]
[-177.391729],[-28.51074547],[-0.08747664]
[-176.96351381],[-28.09663252],[0.01972031]
[-177.16321916],[-27.88435174],[0.25652497]
[-178.82719337],[-28.27660522],[0.94047833]
[-178.19838298],[-28.44630812],[0.42302495]
[-179.21926539],[-29.03425923],[0.81380038]
[179.12163219],[-28.29177545],[1.11534056]
[178.96344605],[-28.10145461],[1.43234821]
[179.27930166],[-28.2432876],[1.84074973]
[176.49435945],[-29.92929262],[2.68112584]
[178.01303973],[-30.32831239],[2.27390491]
[177.97714975],[-29.22715564],[3.0471285]
[177.39145115],[-29.01620245],[3.46082548]
[177.38434159],[-29.08726666],[3.97271099]
[176.94043641],[-29.69691881],[4.65708005]
[177.09553571],[-31.1858656],[4.78236337]
[176.42123789],[-30.07880381],[5.88537315]
[177.25974465],[-31.00272675],[5.70303408]
[177.17068483],[-31.74444998],[6.63379409]
[176.26833948],[-30.43161427],[6.87319543]
[176.49780306],[-31.7494691],[6.52234433]
[176.92012647],[-29.58809777],[6.63331439]
[176.55761681],[-31.0748724],[7.61285159]
[176.64686912],[-29.23667143],[7.58780004]
[178.27164199],[-31.72080528],[7.17631505]
[178.95433702],[-31.73299103],[7.30212545]
[179.69489713],[-30.04581881],[6.80149787]
[-179.71598413],[-29.48427927],[7.33636333]
[179.9626617],[-30.66276799],[7.85685382]
[-178.72763235],[-31.85260203],[6.92162807]
[-179.35421426],[-31.70485526],[7.44805223]
[-179.13976688],[-31.45886674],[7.09930096]
[-178.31718992],[-32.41081491],[7.24404846]
[-178.66240611],[-30.42510688],[7.24374373]
[-178.76878434],[-31.97486561],[6.69778967]
[-178.12588327],[-32.16875807],[6.6388167]
[-178.0811112],[-32.57661887],[6.74708397]
[-177.82091347],[-32.47296437],[6.49770906]
[-179.20774561],[-32.06678518],[6.49511519]
[-178.39017138],[-33.45086718],[6.32660309]
[-178.99654333],[-31.24677387],[5.93541006]
[-179.83540722],[-32.8882047],[6.7381307]
[-179.95783011],[-33.12090475],[5.72551713]
[-179.7844046],[-31.36325249],[6.05778961]
[179.3841151],[-31.75259253],[6.05473649]
[179.06748747],[-29.78678094],[5.84197602]
[179.50142891],[-30.79223559],[5.90139377]
[179.36902512],[-31.07861439],[5.73627445]
[-179.32380312],[-30.4507492],[4.94979529]
[-179.7303438],[-30.13265527],[5.10764668]
[-179.72743647],[-31.07400486],[5.31702972]
[-179.12994453],[-32.30999001],[4.54281266]
[179.13357314],[-32.12576012],[5.5274322]
[-178.82564685],[-33.49029263],[4.02874491]
[-179.27059531],[-34.58259853],[4.60121112]
[-179.82599502],[-34.32009051],[4.66543065]
[178.94993013],[-33.37012447],[4.37876234]
[179.86308475],[-35.19438926],[4.07111788]
[179.89275183],[-34.05080985],[3.76593032]
[179.29465187],[-34.82825837],[3.56083699]
[-179.72990761],[-33.58843375],[3.48515127]
[179.33136829],[-34.46630474],[4.09803405]
[178.56506504],[-35.58655275],[4.18894478]
[-179.89344064],[-34.31172744],[2.24653928]
[179.12704397],[-34.75806351],[2.15275324]
[178.72575448],[-33.9920207],[1.28409932]
[-179.99782481],[-34.80253061],[-0.04082797]
[179.22002514],[-34.69350957],[-0.51577155]
[-179.38990468],[-34.75310124],[0.05349673]
[179.7362644],[-34.3022657],[-0.28665432]
[172.26124572],[-56.81918777],[-176.04493044]
[172.26124572],[-56.81918777],[-176.04493044]
[179.86339329],[-37.80435871],[-1.11684136]
[179.46163243],[-33.62967503],[-1.03713363]
[179.56361625],[-39.10451142],[-1.39478078]
[179.68524051],[-33.88751589],[-1.44358795]
[178.12057829],[-36.02631059],[-0.19413212]
[178.91044731],[-33.18193341],[-1.55736515]
[178.72496601],[-33.18111623],[-2.32296333]
[-179.9815138],[-34.63182993],[-1.90542154]
[179.35248817],[-33.14473064],[-2.24279382]
[-179.96367445],[-33.04098265],[-2.55821995]
[178.95131643],[-30.08410773],[-2.21395569]
[179.52328611],[-32.70279744],[-1.983659]
[179.04150087],[-30.89870391],[-2.31271318]
[-179.74600968],[-34.32107197],[-3.12834623]
[177.86279358],[-33.36049589],[-2.06134651]
[178.82912458],[-33.44289121],[-2.36012912]
[179.5361789],[-33.21859317],[-2.53697071]
[-178.48421611],[-32.50252525],[-3.06671447]
[179.50386542],[-32.51151435],[-2.49517918]
[-179.91619839],[-34.04241859],[-3.14422648]
[178.9697711],[-31.48884037],[-2.1370432]
[175.78211134],[-53.35270509],[-179.55406907]
[-179.15644212],[-33.08353778],[-2.84410538]
[-178.94040633],[-34.49924321],[-2.75957052]
[179.14714147],[-32.64638851],[-3.07520755]
[178.86138149],[-32.37303737],[-2.19246823]
[-179.41524482],[-32.85809066],[-3.08197357]
[-179.72428198],[-33.70189327],[-2.25616527]
[-179.85031823],[-31.28059676],[-2.38732849]
[-179.4576755],[-32.92400492],[-3.22588721]
[-179.78003941],[-32.95922805],[-2.52551537]
[179.8867349],[-33.50808733],[-2.27735905]
[-179.903422],[-30.97713173],[-2.95083382]
[179.86121183],[-31.84890431],[-2.94178106]
[-179.33773577],[-33.69304072],[-2.91507554]
[179.17297148],[-33.55500992],[-1.90154519]
[178.92833408],[-30.93048073],[-2.65974724]
[179.51486127],[-31.00834086],[-2.47380325]
[-179.69093155],[-32.09346409],[-2.91225765]
[-179.69001369],[-33.03944115],[-3.31055276]
[178.95932848],[-32.07396348],[-2.7222409]
[-179.24765257],[-34.69665442],[-3.01649906]
[-179.8562589],[-33.69368002],[-3.02879918]
[-178.80570952],[-32.33714614],[-3.68959599]
[-179.21450605],[-34.56237532],[-3.81389873]
[-178.68552366],[-33.47214411],[-4.88302482]
[-177.8401062],[16.026399],[173.12961961]
[-179.47137491],[-32.19220642],[-4.88288206]
[-178.23956302],[12.29163461],[173.73573605]
[178.2512735],[-50.43857559],[176.32726329]
[-179.13966478],[-30.27907991],[-5.1388052]
[-177.70354],[23.82771095],[173.014171]
[179.6814608],[-53.2116174],[177.70673989]
[-177.87133009],[12.38445978],[175.57312501]
[179.03358864],[-46.96763165],[-179.53720859]
[-179.67629739],[-46.62173985],[-178.98045593]
[-175.8125384],[-27.67852056],[0.28831843]
[-175.3450683],[-28.24891656],[2.4774314]
[-174.56413125],[-28.50054652],[2.65252705]
[-175.63264232],[-28.88694892],[2.93736757]
[-175.36084824],[-29.94245035],[2.85815766]
[-175.76015781],[-30.64455673],[2.88028375]
[-177.51360045],[-28.14107584],[2.74123899]
[-177.74074884],[-27.39214234],[2.62902945]
[-176.99762153],[-25.75730593],[2.17462055]
[-176.69966028],[-26.66222987],[2.17028037]
[-177.77617078],[-29.44427242],[3.10483402]
[-179.36110047],[-30.82848587],[4.18578922]
[-178.59704654],[-29.34735857],[4.61123715]
[-178.98928372],[-31.86618323],[3.83134026]
[-178.61021218],[-31.45965091],[4.30160502]
[-177.75230221],[-31.14340259],[4.14497585]
[-179.31266885],[-30.91450677],[4.09155282]
[-179.69063725],[-29.1526978],[4.45426531]
[-178.9723524],[-30.68242888],[3.98432288]
[179.74468405],[-30.07567077],[4.20322845]
[179.66783902],[-31.87103056],[4.1714797]
[-179.74190455],[-30.32851882],[3.75295483]
[-179.82079598],[-29.73333412],[3.3367266]
[-178.77467356],[-30.33095805],[3.03173489]
[179.30013168],[-32.56887143],[2.55024802]
[-179.91813985],[-29.19101269],[2.40814635]
[-179.60604348],[-29.70819271],[2.26184407]
[179.50779352],[-29.38910176],[1.65165916]
[-179.47121073],[-27.15666544],[1.48906356]
[179.59218661],[-29.69478308],[2.07985467]
[179.13653516],[-27.74782314],[1.73288512]
[179.38698788],[-26.97388394],[1.28288943]
[-179.1228487],[-29.13209499],[1.56607752]
[-178.09091688],[-28.8939695],[1.33217617]
[-178.88233973],[-28.1086608],[0.68762094]
[-178.20432981],[-28.34023115],[1.36500043]
[-178.67368957],[-27.28690168],[0.7120526]
[-178.49721529],[-27.85256287],[0.65465728]
[-179.55697718],[-29.31153691],[1.4597248]
[-179.47901202],[-27.35785264],[1.53545087]
[179.14649515],[-27.14171437],[0.88545844]
[179.77597402],[-28.88956515],[0.52266791]
[-179.24571179],[-26.85338598],[1.56018929]
[-179.28996985],[-28.86252157],[1.56776199]
[-178.53371232],[-26.83026943],[0.95914792]
[-179.54129903],[-29.08855735],[2.10104375]
[179.34286645],[-31.06447699],[1.35484478]
[-178.70981763],[-29.23461273],[0.59651798]
[175.57050335],[-50.0688449],[-176.28247519]
[179.48076488],[-30.72821061],[1.22004945]
[179.76379159],[-32.69295203],[0.24262546]
[178.83353275],[-31.37542372],[0.45135068]
[179.46285798],[-32.56364322],[0.98466862]
[178.9389626],[-32.18501843],[1.26621814]
[179.56883918],[-32.11812923],[1.36889462]
[179.05091178],[-31.23821221],[2.04694843]
[179.70817735],[-33.76211523],[1.88599735]
[179.25457946],[-29.84543892],[3.03507259]
[-179.31668572],[-30.06549303],[2.86020072]
[-179.26134508],[-31.76892633],[2.99216126]
[179.89772407],[-31.56510726],[2.85893929]
[-179.82072053],[-32.02399693],[2.72190348]
[173.09644028],[-52.34443269],[-172.97381387]
[-179.31895843],[-33.40218099],[2.23547737]
[179.15250375],[-35.92978338],[2.62428178]
[179.96799111],[-34.31217088],[1.47939326]
[-179.55103483],[-34.21476636],[1.57719914]
[179.53235198],[-35.23580817],[1.92821797]
[-179.89210438],[-35.13449075],[1.52288062]
[179.84071804],[-33.9475926],[0.7594612]
[-179.44762424],[-30.88732027],[0.09368308]
[-179.30579304],[-31.60559007],[0.09828965]
[-179.5318088],[-31.30501227],[-0.30444556]
[179.65086619],[-30.30755594],[0.4928269]
[179.46911475],[-30.45504128],[-0.07937783]
[-179.70735116],[-31.83950525],[-0.79999418]
[-179.23211155],[-31.72166],[-0.69377366]
[-178.95012249],[-32.51005073],[-0.69781831]
[-179.50762633],[-32.43324917],[-1.38146751]
[-179.66269623],[-31.99895234],[-1.72876694]
[-179.56492207],[-30.0029078],[-1.49445828]
[179.91326989],[-30.85359354],[-1.3359033]
[179.17657691],[-28.16804901],[-1.84117234]
[-178.85162106],[-32.10612046],[-1.1754923]
[-178.83500641],[-31.37957918],[-1.12005922]
[-178.48370076],[-32.65730028],[-2.27109505]
[-179.42041215],[-32.92133589],[-1.37338985]
[176.00876028],[-52.03598203],[-179.07567193]
[-179.33287099],[-32.95129491],[-1.72732502]
[-179.33287099],[-32.95129491],[-1.72732502]
[177.05458814],[-50.54953239],[-178.37108036]
[-178.72896775],[-31.56695684],[-1.29714909]
[-178.56548132],[-31.41295267],[-1.23481686]
[-178.38839038],[-32.53522399],[-1.78235867]
[-178.64395811],[-30.90791594],[-1.67691426]
[-177.60374785],[-30.16660333],[-1.74882533]
[177.29583719],[-49.43770019],[-179.09798998]
[-178.47741768],[-30.63913446],[-0.96885563]
[-178.41539832],[-31.45118181],[-1.55756065]
[-178.05159774],[-31.60441319],[-1.34583879]
[-178.21800083],[-30.51506128],[-0.96405022]
[177.59680624],[-50.13738463],[-178.52090183]
[176.7484878],[-50.1936262],[-178.72933478]
[-178.76173137],[-29.72165325],[-1.29802548]
[-178.90893719],[-28.84647983],[-1.0894264]
[-178.7205653],[-28.9604371],[-0.99902298]
[-178.3156342],[-27.94327683],[-1.85208344]
[-179.7014319],[-29.43755395],[-1.48844198]
[-179.51123169],[-28.78134064],[-1.77538785]
[-179.56743655],[-28.48075124],[-1.1780968]
[-179.82079817],[-29.74987856],[-1.88462683]
[-178.75976867],[-29.32562293],[-2.40814158]
[179.67580998],[-28.60888333],[-1.50362466]
[-179.68414224],[-27.65092255],[-1.73249435]
[176.15086785],[-49.13075826],[-179.79775389]
[-179.9421951],[-30.42518187],[-2.07009396]
[179.02762813],[-27.06597969],[-2.23862842]
[176.57597262],[-47.57054339],[-179.91169154]
[175.94783252],[-48.3281323],[-179.37751386]
[179.24825809],[-29.37068492],[-1.80933266]
[175.35426086],[-46.85403219],[-179.16035524]
[179.4571601],[-28.31119323],[-1.68375798]
[174.98360724],[-48.43372035],[-179.57068489]
[179.08474412],[-28.61226453],[-1.8313635]
[-178.40134905],[11.77922479],[175.91306675]
[-178.62895093],[16.34922019],[175.7726949]
[-179.04917263],[-30.97177446],[-2.98959298]
[-179.55468016],[-29.02244635],[-1.61862173]
[-178.05451403],[-30.42597672],[-2.58475108]
[-178.19728482],[-29.39756688],[-1.55068723]
[-178.6043215],[-27.9135178],[-1.14962988]
[-178.22786363],[-27.33445421],[-1.03630093]
[-178.9203511],[-28.74115971],[-0.44440965]
[-179.07877684],[-27.55406033],[-0.4072308]
[-178.485816],[-29.17297562],[-0.20780566]
[179.74674507],[-27.22025228],[-0.37277987]
[-178.95194305],[-27.04293446],[-0.79526135]
[179.08182943],[-26.14585266],[-0.62422896]
[179.82706816],[-29.66801418],[-0.64994636]
[179.12028318],[-26.51185245],[-0.60120912]
[-179.98446647],[-26.88655984],[-1.00001819]
[-179.87568632],[-29.72356553],[-0.59189128]
[179.81322002],[-28.90343861],[-1.22743604]
[179.44099535],[-28.04567237],[-0.46230057]
[179.72832471],[-26.95306513],[-0.34820068]
[-179.0222655],[21.15559723],[177.70356217]
[179.91104627],[-28.17050619],[0.2654193]
[177.99439545],[-27.85858235],[0.45040067]
[178.95050041],[-27.93146876],[0.35060187]
[179.25424302],[-26.84109677],[-0.06521778]
[178.79979095],[-26.22455549],[-0.23646113]
[-178.7180878],[-29.13268711],[0.24873419]
[-178.50389707],[-28.67234334],[0.5672281]
[-177.92183001],[-27.00602652],[0.5172852]
[-178.50033271],[-26.64627829],[0.6637153]
[-178.37448025],[17.57062594],[178.70101416]
[-179.36271753],[-29.35153131],[0.45182706]
[-179.66172556],[-28.9655738],[-0.29755267]
[179.26155899],[-26.99071794],[-0.08281857]
[179.76335878],[-26.26396723],[-0.47620415]
[179.61229551],[-27.76198682],[-0.38065245]
[179.45021382],[-29.41701127],[-0.90372026]
[179.23894485],[-28.75144008],[-1.06333359]
[179.26256513],[-29.98259835],[-1.12927375]
[179.76739155],[-28.69712487],[-0.76032417]
[178.50269849],[-28.79074844],[0.02856137]
[179.5857941],[-29.49476158],[-1.01218858]
[176.31337621],[-49.92530323],[-179.63315021]
[-177.91292962],[-33.8543044],[-2.73036425]
[177.33676835],[-52.83693492],[178.8021313]
[-179.10375682],[-32.42296406],[-3.30918475]
[175.35647654],[-59.246721],[-179.2515321]
[177.61361483],[-55.68759805],[178.92298504]
[176.76138567],[-56.70172028],[179.26841767]
[175.8950467],[-56.06961005],[179.33890181]
[-178.33200175],[24.49069906],[174.50987566]
[175.06361974],[-57.06941565],[-179.62263781]
[174.90465681],[-57.73243781],[-179.63357877]
[173.68233055],[-55.96587078],[179.7096224]
[175.55096675],[-57.25875905],[177.87581083]
[175.38405051],[-56.38473667],[174.62756865]
[178.23486145],[-36.19613295],[-7.72593011]
[172.2532344],[-54.52884495],[173.81581511]
[172.5921747],[-57.14768664],[174.22372088]
[173.15358961],[-56.96777534],[174.54416437]
[171.04174806],[-55.45749311],[174.90458983]
[174.1302144],[-55.00819093],[173.64925468]
[175.3060645],[-33.70023125],[-7.39949087]
[174.98343886],[-34.49731168],[-6.37532153]
[175.85461513],[-35.9881944],[-7.11170394]
[172.66895001],[-53.67306993],[175.2582186]
[173.05730286],[-53.10075781],[174.8229015]
[172.12315727],[-54.15793929],[175.96709999]
[171.50141451],[-53.30999825],[176.63803485]
[172.21756256],[-52.77144194],[175.95274715]
[172.35033293],[-53.58855223],[175.80045773]
[172.46890471],[-56.04605078],[177.87233197]
[171.63486179],[-53.74946279],[176.84042661]
[172.68397598],[-54.18104752],[177.0314414]
[172.22973646],[-54.73307866],[176.52800547]
[172.77064242],[-53.5612261],[176.79072963]
[174.26110901],[-54.84669224],[176.93768716]
[-177.11278424],[23.74941629],[171.6333777]
[-177.05617887],[27.14802743],[171.73333481]
[175.4958342],[-54.37871678],[177.65613042]
[175.38563572],[-54.35042622],[176.48819833]
[174.32155093],[-54.94696931],[177.9745069]
[177.17834333],[-36.70521119],[-4.85145774]
[176.26088374],[-36.80967752],[-4.02754569]
[172.55847183],[-55.84506196],[179.45477599]
[174.19465818],[-57.2398036],[178.41922]
[-178.0612772],[21.88424023],[172.43554929]
[-178.67190491],[24.74733754],[172.96221661]
[173.06446677],[-57.92897953],[179.36542956]
[173.32881835],[-57.47409095],[179.69068676]
[178.18658572],[-34.73384562],[-3.73497076]
[-177.73376861],[24.79077782],[172.75402436]
[178.05464987],[-35.6205641],[-3.8571297]
[179.12991238],[-36.05317723],[-3.90571243]
[178.79886343],[-35.31887129],[-4.04527717]
[177.99866562],[-34.33137639],[-3.72921329]
[177.57951547],[-33.05058667],[-3.86913171]
[178.06097165],[-33.75690214],[-4.44450877]
[178.42940696],[-34.11627243],[-3.65211741]
[-178.89796335],[19.36577096],[173.47491329]
[179.06228675],[-34.58827348],[-4.35641401]
[175.72947254],[-53.48557392],[178.46784423]
[173.93856523],[-52.27480079],[178.40650891]
[178.19324803],[-32.78753551],[-3.81506937]
[-176.63019945],[26.12002955],[172.97055623]
[174.27844114],[-51.55035135],[178.77501904]
[-177.01265673],[24.34119018],[172.98280444]
[-178.14484117],[18.76760559],[173.37852966]
[172.83821042],[-51.66825691],[179.57714468]
[171.96639578],[-50.36781308],[179.4753197]
[173.61369017],[-54.41914063],[179.78920281]
[172.83057431],[-53.99463673],[-179.62671256]
[172.24858295],[-51.67687922],[-179.31354381]
[172.4915721],[-53.30709635],[-179.43046784]
[176.76430007],[-31.89325978],[-1.90446852]
[178.42351342],[-31.7645474],[-2.4442655]
[177.27040402],[-32.9239318],[-0.75541871]
[172.46248581],[-57.92420238],[-176.62822261]
[172.57776827],[-54.00274833],[-177.19219815]
[178.68241575],[-35.16741205],[-0.81594393]
[173.84583675],[-53.91652431],[-177.93701022]
[174.16748027],[-54.71831309],[-177.88023555]
[173.65004363],[-57.00781489],[-177.96161846]
[173.53381009],[-52.762757],[-178.06053419]
[179.95580281],[-36.62803429],[-2.02052487]
[174.9963665],[-53.92980419],[-178.99763506]
[175.32112299],[-52.20715163],[-179.74544198]
[179.99696013],[-35.15358564],[-2.23417994]
[-177.60322635],[24.44680524],[175.37132901]
[-178.30440409],[22.96333418],[174.4664509]
[176.38196487],[-56.2152509],[179.30023864]
[176.51128989],[-55.4503712],[179.22743315]
[176.57293829],[-54.63777657],[179.18578033]
[175.04418912],[-54.15786936],[179.0920315]
[176.58584134],[-53.41997244],[179.25694749]
[-179.00169495],[23.37839004],[173.57733046]
[174.81013321],[-52.75435864],[179.20401423]
[174.77348152],[-52.7836405],[179.28943561]
[176.47869463],[-55.76341203],[178.70600905]
[174.96879798],[-55.48951768],[-179.83313856]
[174.13586763],[-56.29662169],[-179.51833443]
[173.45699775],[-55.49204723],[-178.4769564]
[172.83778187],[-54.91623053],[-178.34963383]
[174.00792873],[-55.95647318],[-179.08566766]
[175.44257209],[-55.8417939],[-179.33482066]
[179.41029533],[-35.57316311],[-2.12292693]
[173.68515821],[-54.48549259],[-178.33096525]
[174.68167729],[-55.54107823],[-178.39822501]
[178.40428552],[-33.737823],[-1.58553186]
[174.89074557],[-53.01763355],[-178.36111565]
[178.3504937],[-32.97491616],[-1.76194576]
[174.50104529],[-56.43452425],[-178.31384715]
[173.11434343],[-55.33392838],[-178.41160875]
[172.88817788],[-54.91849026],[-178.88283513]
[175.13326352],[-53.88149848],[-179.12842255]
[174.5208264],[-52.73974863],[-179.45042077]
